"logreturnsv","VARv"
-0.0289689777997202,0.0270625803052253
0.00437495634214269,0.0264514601484941
-0.0133465522820932,0.0271992070238575
-0.0176878733220072,0.0264952155552363
-0.00736528270955983,0.0279168461516597
0.00419147231132566,0.0343026077879796
0.0089940646267328,0.0304337287404432
-0.00748942503834282,0.0297201451990092
0.00980807463624966,0.0308819482571522
-0.00281620330250743,0.0291747968243345
0.0148199649644623,0.0276397003989575
-0.0290211893441876,0.0274756423235881
0.0250906241789934,0.027081350109614
0.014983993699361,0.0271677308571624
-0.0105631923939455,0.026516169113138
0.00618894483597376,0.0280175058819171
-0.000487210728273624,0.0333790472113524
0.0111462263741382,0.0338132745187194
0.0378295698730504,0.0323623420262453
-0.0198397509550921,0.0300659002301246
-0.0127026160220387,0.0282524280872146
0.0101749685467354,0.0270429687113679
-0.000632911413532611,0.0274917659569344
0.0030027679614868,0.0379973923077044
-0.00173734545792303,0.0346991913830122
-0.00300799720194256,0.0323019531728849
-0.000951776721596076,0.0299314634963882
-0.021009513042622,0.0279498951691911
0.0192622327950529,0.0269497086087511
0.00174728024756909,0.0263827255038498
0.0187097667419511,0.0261686728721794
0.00248911142826724,0.0259692490518459
0.00356727792019917,0.0298883731662295
0.00216517251303738,0.0304720347004789
-0.00604325074653911,0.0283300725888951
-0.0131416159122342,0.0300896826343189
0.0164002113940054,0.0281626860881517
-0.0170303311376019,0.0271095148225708
-0.00981797276762908,0.0264847777920047
0.0254530629998717,0.0264636493873345
-0.00373018772592371,0.0278676442636597
0.00791008389605086,0.0288667645934745
0.00815451860775518,0.0295788399999187
-0.00877266110928066,0.0289010020548413
-0.000618524838026602,0.032337960737886
0.00662917713296984,0.0293174715649606
0.00368098575142728,0.0280995105740557
0.00214100097077008,0.027627771104968
-0.00198792022037519,0.0273486480869326
0.00519085135022213,0.026586588804385
0.0012174708549928,0.0265449945822417
0.0170402977185722,0.0262948446014295
0.00893128890132111,0.0260613959239914
-0.000741234931276757,0.0259346048434675
-0.0123854452001471,0.0260497169019081
0.00344750397663507,0.0259076817248478
0.00149521558957222,0.0284289107531981
0,0.028050977828025
0.00862843794122892,0.0269357944482663
0.00295814444377474,0.0278181521946316
-0.00103435546717456,0.0268566977022593
0.00780506134431391,0.0263288008956083
-0.000586940589117013,0.0260324958245294
-0.000293599532350086,0.0265469454770762
0.00381008667247595,0.0262566335017746
-0.0108824603388538,0.0260051377224003
0.0060440959408119,0.0263981636030266
-0.00176522552456859,0.0260685520534606
0.00411402284632434,0.0259014381348684
-0.00573488815366563,0.0259337702693272
-0.000442510516845296,0.0269259622663431
0.00647061081159439,0.0265699940175725
0.000879120935739941,0.0261786284610207
0.00482139877655996,0.0260882477577262
-0.0136475814048316,0.026210049360071
-0.0190936588155797,0.02598350434373
0.00120409406480437,0.0262212436300638
0.00525093097578555,0.0259901015920386
-0.00675627523115008,0.0260656982771213
0.00510895175866288,0.0275827838244155
0.0263289872176884,0.0303172675399005
-0.00336331383799049,0.0281643762501806
0.0202993776118383,0.0272351325167108
-0.00720256642953387,0.0269035888720652
0.000433620011130564,0.0265065905484231
-0.00579711768432656,0.0321064577893104
0.00492968955418061,0.0291747783701818
-0.000868181214999986,0.0308627508566666
0.00606149929226785,0.0287519524611881
-0.00302615693145647,0.0273114101001403
0.00933713599594022,0.0268774717259052
-0.0136761650772126,0.0264849569991205
0.00491614639638183,0.0261177547202052
-0.0164331481049826,0.0262391168827377
-0.0101688297956368,0.0260588524180626
0.00428645989256982,0.0266345200544413
-0.00591717702808836,0.0277782973555915
0.000889811715243383,0.0269083563439367
0.0112029473569955,0.028714872858917
-0.00278899263353072,0.0285135672303589
-0.0025020250008847,0.027277025427359
0.00132538124106851,0.0268385759436922
-0.00250497441824749,0.0262971229360704
0.011150350267557,0.0271537339787354
0.00305922010021842,0.0265031169201237
0.00261476035087949,0.0262055104225037
0.00333116391752952,0.02597637338927
-0.00347624915536127,0.0259171043512314
0.00564278427016429,0.026900725675648
0.00474991897009502,0.0264604293988357
-0.00302006413480616,0.0261662546241352
-0.00635748420716453,0.0260533107532236
0.00592530095474153,0.0260032580556033
-0.00520082073758577,0.0261158310396195
0.0039031491547199,0.0261587065577098
-0.00782159259814819,0.0260229398529065
0.00275902302369246,0.0263185355034181
0.00231749814036331,0.0262812304567497
