logreturns,var_n_01,var_n_025,var_n_05,var_n_1,var_n_9,var_n_95,var_n_975,var_n_99,var_t_01,var_t_025,var_t_05,var_t_1,var_t_9,var_t_95,var_t_975,var_t_99
-0.028968979,-0.020372009681565453,-0.01630569692734616,-0.013039053605687611,-0.009478501899522696,0.013667849747818862,0.01722840145398377,0.020495044775642325,0.024561357529861615,-0.01969189459611506,-0.014548809696176158,-0.010951953927562862,-0.007461081757900232,0.011650429606196397,0.015141301775859026,0.01873815754447232,0.02388124244441122
0.0043749562,-0.01991325855699111,-0.015906402948082363,-0.012687524099643945,-0.00917903436041935,0.01362887406415804,0.01713736380338263,0.020356242651821052,0.024363098260729795,-0.019243088045529468,-0.014175204723463872,-0.010630941753617252,-0.007191112703098105,0.011640952406836796,0.01508078145735594,0.01862504442720256,0.023692927749268154
-0.013346552,-0.019916681373119485,-0.0159082302793396,-0.012688069709520135,-0.009178182929112667,0.013638807348265404,0.01714869412867287,0.020368854698492336,0.02437730579227222,-0.01924624479043896,-0.014176343309316598,-0.010630668924495008,-0.007189470047223574,0.011650094466376312,0.015091293343647743,0.01863696772846933,0.02370686920959169
-0.017687874,-0.019815667400416407,-0.015826756061140288,-0.01262229261360694,-0.009129515266349747,0.013576250406285956,0.017069027753543145,0.020273491201076497,0.024262402540352612,-0.01914849896210053,-0.01410331142178823,-0.010574920920530162,-0.007150496646411316,0.011597231786347527,0.01502165606046637,0.018550046561724435,0.023595234102036733
-0.0073652826,-0.019719489532456717,-0.01576687997048507,-0.012591579296590548,-0.009130588573464549,0.013368539352962172,0.016829530076088166,0.020004830749982692,0.023957440311954337,-0.019058392790123585,-0.014059119847941465,-0.010562840072125641,-0.007169580360893126,0.01140753114039075,0.014800790851623261,0.018297070627439085,0.023296343569621205
0.004191472,-0.019933612869422957,-0.015930687847383992,-0.012714966607846916,-0.009209918575798167,0.013575616078888072,0.017080664110936818,0.020296385350473897,0.02429931037251286,-0.01926410133975721,-0.014201189065998775,-0.010660402636813554,-0.0072239476885165455,0.011589645191606452,0.015026100139903457,0.018566886569088677,0.02362979884284711
0.008994064,-0.02012504309555979,-0.016088895402158205,-0.012846484966758923,-0.009312346442573094,0.013662299006216549,0.017196437530402377,0.02043884796580166,0.02447499565920324,-0.019449974085897843,-0.014345041861499826,-0.01077486845838839,-0.0073098924416835735,0.01165984500532703,0.015124821022031843,0.018694994425143278,0.023799926649541295
-0.007489425,-0.019961046629626947,-0.015949733577282504,-0.01272727387348175,-0.009214881100036869,0.013618400078543196,0.017130792851988073,0.02035325255578883,0.02436456560813327,-0.019290129799820557,-0.01421660887471534,-0.01066840320405613,-0.007224747626863303,0.01162826660536963,0.015071922182562453,0.018620127853221664,0.023693648778326876
0.009808075,-0.020491791504946785,-0.016400734478073827,-0.013114213021628546,-0.009531994693258198,0.013755206827351244,0.01733742515572159,0.020623946612166873,0.024715003639039827,-0.019807537787395624,-0.014633156256292149,-0.011014412949259294,-0.007502298171150144,0.011725510305243192,0.015237625083352338,0.01885636839038519,0.024030749921488664
-0.0028162033,-0.02102277330044185,-0.016840698621365547,-0.013481058783798551,-0.009819143423637553,0.013986150706013842,0.017648066066174837,0.021007705903741836,0.025189780582818136,-0.020323296319616085,-0.015033795385718123,-0.011334542443694492,-0.007744290297211699,0.011911297579587988,0.01550154972607078,0.019200802668094413,0.02449030360199237
0.014819965,-0.02005253157713895,-0.016021336159984346,-0.012782904100353728,-0.009253101896738001,0.013693354100232312,0.017223156303848033,0.020461588363478656,0.024492783780633257,-0.01937829008274147,-0.014279621697322057,-0.010713828957917754,-0.007253104525931269,0.011693356729425581,0.015154081161412062,0.018719873900816364,0.023818542286235773
-0.029021189,-0.020229347849206734,-0.016183158295979688,-0.01293268080417855,-0.009389749409572826,0.013642056526558147,0.017184987921163866,0.02043546541296501,0.024481654966192052,-0.019552598493141983,-0.014434965478902852,-0.010855909681256862,-0.007382312995313316,0.01163462011229864,0.015108216798242181,0.01868727259588817,0.023804905610127297
0.025090624,-0.01994360410266214,-0.015963219855749278,-0.012765606586990962,-0.009280295746886009,0.013376931829863065,0.016862242669968015,0.020059855938726334,0.024040240185639192,-0.01927786030617902,-0.014243458228069283,-0.010722610622309774,-0.007305506987568343,0.011402143070545401,0.014819246705286828,0.01834009431104634,0.023374496389156074
0.014983994,-0.020440394320784074,-0.016369846096003646,-0.013099800239306878,-0.009535539863188528,0.013634921019454264,0.01719918139557261,0.020469227252269382,0.024539775477049806,-0.01975957161023786,-0.014611129489327707,-0.011010527107246216,-0.007516018720418379,0.011615399876684116,0.015109908263511948,0.01871051064559344,0.02385895276650359
-0.010563192,-0.020890355118383823,-0.01679437301352124,-0.013503895030833173,-0.0099173641972772,0.01339787195665456,0.01698440279021053,0.0202748807728986,0.02437086287776118,-0.020205278434644362,-0.015024667465000745,-0.01140156755247056,-0.00788522453896272,0.01136573229834008,0.014882075311847917,0.018505175224378105,0.023685786194021716
0.006188945,-0.019810442440508443,-0.015837326708533682,-0.012645552549360898,-0.009166606178697526,0.013449247403260648,0.016928193773924016,0.020119967933096804,0.02409308366507156,-0.019145915131403544,-0.014120706108102787,-0.010606287735549452,-0.007195423892647202,0.011478065117210326,0.014888928960112572,0.018403347332665906,0.02342855635596666
-0.00048721072,-0.020037767037048907,-0.016027460320226707,-0.012805809048883504,-0.009294297444664227,0.013533255449526297,0.017044767053745573,0.020266418325088777,0.024276725041910974,-0.019367018523060678,-0.014294770414178763,-0.010747454897282174,-0.007304663244916073,0.011543621249778145,0.014986412902144242,0.01853372841904083,0.023605976527922744
