"logreturnsv","VARv"
-0.0100475692152848,-0.0214312590552722
0.00221086175448626,-0.0208802944847607
-0.0200759565726898,-0.0209187933338824
-0.0256753513402304,-0.0205757852107481
-0.0166087733939113,-0.0211319697708609
0.0250974223084661,-0.0215151463223774
0.00799091010103048,-0.0209258357689622
-0.0469938819186968,-0.02295717553465
0.000148953601228463,-0.026234870371236
-0.00927733722716173,-0.0263319113319112
0.00674210359723215,-0.026853384169569
-0.0202118494363281,-0.0252570723420145
0.0182687952415623,-0.0333210330308706
0.0169118405407769,-0.0297257592639124
-0.00856852634970906,-0.0273321551024864
0.00133442083705404,-0.0252175721830867
-0.00639169771723225,-0.0256372041694112
-0.00463344375772401,-0.0250551459723812
0.0346004334932655,-0.025161819024168
0.0137972869957164,-0.0238013571444121
-0.0109071115734833,-0.0225359821454176
-0.06390380197948,-0.0219185614289403
0.00796694883502802,-0.0214239250132145
-0.031783157393197,-0.0267444054005323
-0.0352713702258729,-0.0260961032329599
0.00925857340616165,-0.024711881411098
-0.00129428913068885,-0.0404639609040563
-0.010415065667174,-0.0350768959021481
0.0229634928722859,-0.0347733414142668
0.0387286779628386,-0.0365972493511815
0.00842335939976913,-0.0321647331234873
-0.00412623799314282,-0.0287040997315302
0.011722749759409,-0.0267159529259633
0.0136792813242641,-0.0268164111324056
-0.0228020449130586,-0.0320581761042799
0.0104840282624359,-0.0292569351228898
0.00120845936156844,-0.0265900028471642
0.00587041649744169,-0.0251126390655312
-0.0230767793256748,-0.0245455712910446
0.0221758783638411,-0.025570008313338
0.000750807152921418,-0.0240784649999065
0.0120851899809571,-0.0227482657897599
0.00650408796917645,-0.0219483906761549
0.00543679246775675,-0.0241909755078853
0.00307264855103462,-0.0246945894230562
-0.00204738299070062,-0.0232094709464913
-0.00205158336906397,-0.0228465851494286
0.0198975412050215,-0.0221489441946438
0.00873367996875452,-0.0215405479531063
0.00469317507945455,-0.0209950108787964
0.00932078489238464,-0.0206006306248249
0.00322784646266694,-0.0203493562835205
0.0122547140095657,-0.0222461199239054
0.00386794238277943,-0.0220428948331114
0.000413536431560502,-0.0214369784392043
-0.00635976151597806,-0.0213654139304688
-0.000138705874416445,-0.0208969585418435
0.00304709377037327,-0.0213453397120633
0.00894891357921601,-0.0209302060945929
0.00464926312652914,-0.0205201788519099
-0.00355337260589206,-0.0205428598064966
0.00980934296162506,-0.020269472744683
-0.00421167662845168,-0.0200999336278366
-0.00409277515375361,-0.020406889160536
0.00300300525977004,-0.020311447823444
-0.00986174270961104,-0.0201830283496333
-0.0042761634923405,-0.0204743715597923
0.00165745894297942,-0.0202974188256909
0.0076986907605594,-0.0202601148875719
0.012250051105938,-0.0200809841298014
-0.00216684808509005,-0.0205876900790948
0.0105193148027745,-0.02051475037398
0.0042838084251704,-0.0202358808422521
-0.0123657489677971,-0.0203617879379258
-0.000811798177447365,-0.0210649624821164
-0.00679073640390282,-0.0206267377597859
0.00285772801137174,-0.0208665366591774
0.00190062506305111,-0.0206136873110425
0.00176163742285862,-0.0212614723341507
0.00809065902015327,-0.0208012883103203
-0.0203507226784945,-0.0207835888124679
0.00832598817809682,-0.0204306738274848
0.00149405800287816,-0.020190879607037
-0.00558014377517857,-0.0200229054795538
0.00150017075526332,-0.0202556781401265
-0.00917249226517036,-0.0224568826414272
0.00534944009376748,-0.0217459878955649
0.00395931980123798,-0.0211028472027297
0.0150114388285427,-0.0208668660007401
-0.0244577408460405,-0.020476703925056
0.00370701323805545,-0.0207873292410962
-0.00522122648077961,-0.0205006210718803
0.0261061732688868,-0.0203159081705988
-0.012152458495021,-0.0214100754224692
0.0327416164294991,-0.0239464972832881
0.0159126874041489,-0.0226393354897954
-0.000517732343949362,-0.0218874337149554
-0.0119824304202822,-0.0245628860530456
0.00925992922484298,-0.0236106631026931
0.0042748947801643,-0.0271731032351539
0.00271090335774193,-0.0267186734628597
0.00244640564940291,-0.0246452351538831
-0.00283322790940055,-0.0240096949091837
0.00180389174028672,-0.022967872800119
0.00603223288441601,-0.0220637790805311
-0.00925575446885318,-0.0213432490927036
-0.0196941480969599,-0.0208303833560673
0.0137355812445534,-0.020517276254488
-0.00834968973584704,-0.0202398999434052
-0.00262364049225816,-0.0202354369170611
-0.00460799972766601,-0.0205770328063791
-0.0103462920541446,-0.0229543626677047
-0.0185713855854353,-0.0225900533755634
0.0125533132598727,-0.0220018573604783
0.0146473990236178,-0.0213728640414606
0.0031674831814561,-0.0210163556987516
0.00210609528948069,-0.0213833087508595
-0.00329272605697639,-0.0232228760242926
0.000263817439862812,-0.0226550118421308
0.00276588915215648,-0.02304400161643
-0.0193897176846418,-0.0220926547475927
-0.00956687213128582,-0.0213453813891074
0.0220936883909166,-0.020893089334513
-0.00344919418634859,-0.0204988748291171
0.0179117128997444,-0.0202502162835957
0.00546733983614445,-0.0223733117983164
-0.00220937122817677,-0.0224162522367876
0.00829235122260386,-0.0238343497089639
0.0048912441446971,-0.0225739378607342
0.0228494327723441,-0.02324445847922
0.00563170251363676,-0.022397361523317
0.00162104904879179,-0.0215724444097666
-0.0156969381041288,-0.0212827498775662
0.00593099094897376,-0.0209203675722065
-0.00567789046673184,-0.0234519220501952
0.00743779035528735,-0.022600351532181
-0.00617324795106988,-0.0216975139260607
-0.00253068590079053,-0.02257030692422
-0.0131354308436089,-0.0217311155336074
0.0061428398947827,-0.0212698932032877
0.00420141938287344,-0.0209763320173447
0.000888945388401119,-0.0207745015171244
-0.0036879294040375,-0.0205088691691687
0.0185552814934775,-0.0214356082293603
0.000125054711598516,-0.0209625483429198
0.000375070330083105,-0.0206482303070654
-0.00425905692038331,-0.0203285921827141
0.000627470686334064,-0.020222768177916
-0.0132602814361684,-0.0218508035586763
0.00961545869944214,-0.021171700744871
-0.00125992205151082,-0.0206875752827298
-0.00340973999611371,-0.0205030646540718
