logreturns,var_n_01,var_n_025,var_n_05,var_n_1,var_n_9,var_n_95,var_n_975,var_n_99,var_t_01,var_t_025,var_t_05,var_t_1,var_t_9,var_t_95,var_t_975,var_t_99
-0.013526149,-0.04909349192792611,-0.04127011762455143,-0.03498526572907529,-0.02813494938413995,0.016397427646326,0.023247743991261328,0.029532595886737484,0.03735597019011215,-0.04778498592699357,-0.037889957990024904,-0.03096979450680139,-0.02425353795742798,0.012516016219614033,0.019232272768987434,0.026152436252210948,0.036047464189179604
0.002937179,-0.045881731726059326,-0.03872701210333565,-0.03297931917202866,-0.02671449137849822,0.014011755306255959,0.020276583099786402,0.02602427603109339,0.03317899565381706,-0.044685064691774155,-0.03563575266977491,-0.029307047081287296,-0.023164820750828333,0.010462084678586073,0.01660431100904503,0.02293301659753265,0.03198232861953188
-0.01224059,-0.04429886561981432,-0.03732519382928261,-0.03172294438146493,-0.02561664599941168,0.01407903637752924,0.02018533475958249,0.02578758420740017,0.03276125599793187,-0.043132479167805805,-0.03431215717848944,-0.028143597521098577,-0.02215679832197713,0.010619188700094696,0.016605987899216135,0.022774547556607003,0.03159486954592336
-0.014621439,-0.045633307132843644,-0.038502389494760654,-0.03277381771789217,-0.02652983145873081,0.014060929064555281,0.02030491532371664,0.026033487100585125,0.03316440473866811,-0.044440616426428825,-0.035421410336546555,-0.029113759561990877,-0.0229919676522373,0.010523065258061775,0.01664485716781534,0.02295250794237102,0.03197171403225328
-0.0066051176,-0.04705674916959536,-0.03978661110968421,-0.03394619760083595,-0.027580306918568193,0.013802927040702878,0.020168817722970623,0.026009231231818898,0.03327936929173004,-0.045840776906905654,-0.03664548348014304,-0.03021468467949795,-0.023973373377063754,0.01019599349919844,0.016437304801632628,0.022868103602277725,0.032063397029040326
0.01449624,-0.045399367046424124,-0.03821523996595462,-0.032443922763407636,-0.026153345161591485,0.014740295277450993,0.02103087287926714,0.02680219008181413,0.033986317162283626,-0.04419777829975694,-0.035111272375727656,-0.02875655494732746,-0.0225890832320452,0.01117603334790471,0.01734350506318696,0.02369822249158716,0.03278472841561644
0.008048999,-0.04460759288667028,-0.037641070289689556,-0.032044564095472905,-0.025944525702464822,0.013710461883414033,0.019810500276422113,0.025407006470638767,0.03237352906761949,-0.04344239826404971,-0.03463111952118126,-0.028468884327373243,-0.02248822323756996,0.010254159418519173,0.016234820508322447,0.022397055702130467,0.03120833444499891
-0.016609838,-0.044726521914421336,-0.03767615191550362,-0.03201228750952825,-0.025838830511491707,0.014293435032885483,0.020466892030922026,0.026130756436897398,0.033181126435815105,-0.04354730564745005,-0.03462997590124381,-0.028393573126976962,-0.022340929850739013,0.010795534372132789,0.016848177648370734,0.023084580422637578,0.03200191016884382
0.014741193,-0.047110732636860504,-0.03972798238576701,-0.03379710267707186,-0.027332606315977954,0.01469164114481964,0.02115613750591354,0.027087017214608697,0.034469767465702184,-0.045875923724246745,-0.03653819842613513,-0.03000778880667929,-0.02366980178034811,0.0110288366091898,0.01736682363552097,0.023897233254976807,0.03323495855308842
-0.01697683,-0.048108271698076764,-0.04065976044750769,-0.03467605210935219,-0.028153973989787064,0.014244599626066647,0.02076667774563177,0.02675038608378727,0.03419889733435634,-0.046862465419932005,-0.03744156504016635,-0.03085298629107866,-0.024458544124806293,0.010549169761085879,0.01694361192735824,0.023532190676445935,0.03295309105621158
0.01223461,-0.046149763780049605,-0.038864564904467325,-0.033012052396868954,-0.026632974137507336,0.014835989315949337,0.021215067575310952,0.027067580082909326,0.0343527789584916,-0.04493127250311879,-0.03571693011097764,-0.029272809270673283,-0.023018568470788713,0.011221583649230715,0.01747582444911528,0.02391994528941964,0.033134287681560785
-0.0054314826,-0.04588109373340322,-0.038692882527514336,-0.032918284371968295,-0.026624130621289745,0.014292757563030258,0.020586911313708805,0.02636150946925485,0.033549720675143724,-0.04467882345850673,-0.0355871515503523,-0.029228821251435166,-0.02305784312111947,0.010726470062859986,0.016897448193175676,0.02325577849209281,0.03234745040024724
0.0037719149,-0.04591343982931551,-0.038688907982814644,-0.03288513189992635,-0.02655917500799511,0.014564458296652774,0.020890415188584005,0.02669419127147231,0.03391872311797317,-0.04470509391997304,-0.0355674837402684,-0.029177026159721633,-0.022974867398170607,0.010980150686828276,0.017182309448379295,0.023572767028926064,0.03271037720863069
0.012216076,-0.04497999337730395,-0.037898086121616666,-0.03220888648556022,-0.026007814780985874,0.01430396780482487,0.02050503950939921,0.026194239145455663,0.03327614640114294,-0.0437955015263144,-0.034838283546961994,-0.028573984631705285,-0.022494267191673425,0.010790420215512426,0.01687013765554428,0.023134436570800988,0.032091654550153385
-0.016543888,-0.05501874807592254,-0.04651200615071098,-0.039678175754799795,-0.03222948788781553,0.01619276880402952,0.023641456671013777,0.03047528706692497,0.03898202899213652,-0.053595944628629585,-0.0428365912491721,-0.03531195515578185,-0.028009037158771937,0.01197231807498593,0.019275236071995834,0.026799872165386082,0.03755922554484357
-0.00033368557,-0.04722331888094574,-0.03978578256590213,-0.033810890863850855,-0.027298422636040782,0.015037679219194983,0.02155014744700505,0.02752503914905633,0.034962575464099935,-0.04597934666148873,-0.03657232778338773,-0.029993457168680647,-0.023608437080553404,0.011347693663707609,0.01773271375183484,0.024311584366541926,0.033718603244642924
0.0032209724,-0.04652223278597491,-0.03920508297690228,-0.033326902914982436,-0.026919847724767524,0.014730987509520847,0.02113804269973575,0.0270162227616556,0.03433337257072822,-0.04529839595158596,-0.036043642291675074,-0.02957125952211571,-0.023289589548351503,0.011100729333104829,0.01738239930686903,0.023854782076428393,0.03310953573633928
-0.009022618,-0.04549779564734809,-0.038330487618283435,-0.032572681880611166,-0.02629683140525951,0.01450107127288713,0.02077692174823878,0.026534727485911055,0.033702035514975706,-0.04429901999068452,-0.035233786853926974,-0.028893946712038952,-0.022740913914741298,0.010945153782368919,0.01709818657966657,0.02343802672155459,0.03250325985831213
0.03258406,-0.04850982266694105,-0.040885988817353836,-0.03476143632090674,-0.02808584192829655,0.015310706701748833,0.02198630109435901,0.028110853590806117,0.03573468744039333,-0.04723469103667623,-0.03759204247137091,-0.030848382432385132,-0.02430342854316166,0.011528293316613945,0.018073247205837407,0.024816907244823185,0.034459555810128495
0.007552906,-0.04562714622241499,-0.038440078220698275,-0.03266639845006261,-0.026373245713770244,0.014537135099530075,0.020830287835822435,0.026603967606458105,0.03379103560817481,-0.04442506558854426,-0.03533483997839422,-0.028977521159050418,-0.022807524704431467,0.010971414090191301,0.017141410544810245,0.023498729364154043,0.03258895497430408
-0.024813548,-0.045745439475370686,-0.03854207971749662,-0.03275531208085894,-0.02644789392926562,0.014555223163746477,0.020862641315339787,0.026649408951977475,0.03385276870985154,-0.04454063551179386,-0.03542980366910453,-0.02905807372339975,-0.022874090775247737,0.010981420009728595,0.0171654029578806,0.023537132903585386,0.0326479647462747
0.004507731,-0.045794511895776255,-0.038572066418823665,-0.032769966406017384,-0.02644583638454689,0.014665920843136445,0.020990050864606927,0.02679215087741322,0.0340145963543658,-0.04458651494459906,-0.035451543611432365,-0.029062931528398686,-0.022862563885625298,0.011082648344214855,0.017283015986988233,0.023671628070021912,0.032806599403188606
-0.0077084405,-0.04552139865671573,-0.03832778377124404,-0.03254884460828207,-0.026249959278474937,0.014697687845300327,0.020996573175107454,0.026775512338069428,0.03396912722354111,-0.0443182230161884,-0.035219716887591734,-0.02885660702432755,-0.022680990162509792,0.011128718729335185,0.017304335591152936,0.023667445454417124,0.03276595158301378
-0.01638376,-0.046039952131896704,-0.0388210533954399,-0.033021802631290675,-0.026700778212779643,0.014390790183478476,0.020711814601989505,0.02651106536613873,0.03372996410259553,-0.044832547611467245,-0.03570206239139447,-0.029316587705871134,-0.02311926501523333,0.010809276985932165,0.01700659967656996,0.0233920743620933,0.032522559582166065
-0.03767118,-0.04487883744645466,-0.03779957500195465,-0.03211250005608416,-0.025913744205590526,0.01438298352992181,0.02058173938041544,0.02626881432628593,0.03334807677078594,-0.04369479030681266,-0.03474091693783256,-0.028478957101425496,-0.022401509817825852,0.01087074914215714,0.016948196425756776,0.02321015626216384,0.03216402963114393
0.009522775,-0.046627040656899245,-0.039295353379268844,-0.033405494745766234,-0.026985710232549056,0.014747875488393649,0.02116766000161082,0.027057518635113437,0.03438920591274383,-0.04540077155784049,-0.03612763104851727,-0.029642389295164693,-0.023348239235586217,0.01111040449143081,0.017404554551009283,0.02388979630436185,0.033162936813685075
0.02826077,-0.04486678703661034,-0.03780502184522283,-0.03213200319272723,-0.025948568316833565,0.014248561183647701,0.02043199605954136,0.026105014712036967,0.03316677990342447,-0.04368566485346969,-0.03475392243323708,-0.028507440045135064,-0.022445014157171293,0.010745007023985429,0.016807432911949197,0.023053915300051207,0.03198565772028381
0.008168791,-0.04534971492816864,-0.0382383076529242,-0.03252540938675742,-0.026298506824766334,0.014181196397637066,0.020408098959628147,0.02612099722579493,0.03323240450103936,-0.0441602913674754,-0.03516576111899285,-0.028875367582886613,-0.022770324416286455,0.01065301398915719,0.01675805715575734,0.023048450691863575,0.032042980940346126
0.020953568,-0.04776126062824335,-0.040265684986724365,-0.03424416780609237,-0.02768087908428755,0.014985595455287364,0.02154888417709218,0.027570401357724178,0.03506597699924316,-0.04650758097373582,-0.03702715377932808,-0.030396944497049085,-0.02396209846721514,0.011266814838214956,0.017701660868048894,0.024331870150327888,0.03381229734473562
0.011178151,-0.04491786711468107,-0.03785473718492839,-0.03218062217961001,-0.02599599230918242,0.014208905583947433,0.020393535454375025,0.026067650459693406,0.03313078038944608,-0.04373651588717912,-0.03480304752666812,-0.028555358089029235,-0.022491760717996148,0.010704673992761166,0.016768271363794246,0.023015960801433134,0.031949429161944126
0.0077403095,-0.04757373703311247,-0.04010082280415141,-0.0340975105075178,-0.027554064610410503,0.014983416156280807,0.021526862053388104,0.027530174350021717,0.035003088578982766,-0.04632384920643561,-0.03687208386552358,-0.03026191946974576,-0.023846527691328178,0.011275879237198486,0.01769127101561606,0.02430143541139388,0.03375320075230591
-0.008172088,-0.04652764651573378,-0.03921384867253973,-0.03333836138847872,-0.026934241252340885,0.014697513850726696,0.021101633986864522,0.02697712127092554,0.034290919114119585,-0.04530437266867272,-0.03605385803053429,-0.029584439853279385,-0.023305647118258065,0.01106891971664388,0.01734771245166519,0.023817130628920092,0.033067645267058514
0.0071006217,-0.04779734679584601,-0.04041469568678741,-0.03448389562313821,-0.028019486072961907,0.014004197049443345,0.02046860659961964,0.02639940666326885,0.03378205777232744,-0.04656255289843097,-0.03722495336536322,-0.030694631700652883,-0.02435673003742577,0.010341441013907212,0.016679342677134317,0.023209664341844648,0.0325472638749124
-0.0012872776,-0.04755614981964955,-0.04015310264966197,-0.03420591755607315,-0.02772364877225469,0.014416133240476355,0.020898402024294806,0.026845587117883637,0.034248634287871206,-0.046317946122260444,-0.03695454921951949,-0.03040618596698213,-0.024050774322567706,0.010743258790789374,0.01709867043520379,0.023647033687741147,0.033010430590482094
-0.00732604,-0.04568019813294255,-0.038524691076800205,-0.03277636556647783,-0.0265108482791549,0.014219880650795106,0.02048539793811803,0.02623372344844041,0.03338923050458275,-0.04448339861210632,-0.035433090826877456,-0.02910368884375776,-0.022960786638368966,0.010669819010009175,0.01681272121539796,0.023142123198517658,0.032192430983746516
0.0014047222,-0.04518569070005803,-0.03809907551375842,-0.032406093795254526,-0.026200899724451252,0.014137681443778225,0.02034287551458149,0.026035857233085394,0.033122472419385,-0.04400041141865851,-0.03503723883437652,-0.028768775520610454,-0.02268501638866908,0.010621798107996055,0.01670555723993742,0.022974020553703484,0.031937193137985466
0.0155357495,-0.04662907805104347,-0.03932138533926311,-0.03345080256893871,-0.027052028218377468,0.01454497512625539,0.020943749476816625,0.026814332247141033,0.03412202495892139,-0.04540682454137857,-0.03616403187693315,-0.029700014121052415,-0.023426462680620673,0.010919409588498599,0.017192961028930333,0.02365697878481107,0.03289977144925649
-0.0075770067,-0.049665111064809545,-0.04194435929589861,-0.03574194848086071,-0.02898149065450506,0.014966736210144327,0.021727194036499965,0.02792960485153788,0.035650356620448805,-0.04837376774831314,-0.03860853747434618,-0.03177914897967589,-0.025150992677192296,0.011136238232831566,0.017764394535315153,0.02459378302998544,0.03435901330395239
-0.0050475327,-0.044988758491793276,-0.03790468107837778,-0.03221373806160315,-0.026010766119819107,0.01431336948380989,0.02051634142559393,0.026207284442368563,0.03329136185578405,-0.043803902885090146,-0.03484394026860409,-0.02857772187037189,-0.022496141506127793,0.01079874487011858,0.01688032523436267,0.023146543632594867,0.032106506249080916
0.011560823,-0.0460667824793088,-0.03880349618684398,-0.03296858699645889,-0.026608695870483492,0.014735536312902545,0.021095427438877934,0.02693033662926303,0.03419362292172785,-0.04485195386657562,-0.03566532713092372,-0.029240589447005805,-0.023005160666713483,0.011132001109132539,0.01736742988942485,0.023792167573342765,0.032978794308994655
